11078831	Head_Neck cancer	Streptococcus anginosus	increase	Oropharynx
20819230	Bacterial vaginosis	Clostridium acetobutylicum	increase	Vagina
20819230	Bacterial vaginosis	Clostridium thermocellum	increase	Vagina
20819230	Bacterial vaginosis	Eggerthella	increase	Vagina
20819230	Bacterial vaginosis	Firmicutes	decrease	Vagina
20819230	Bacterial vaginosis	Fusobacterium nucleatum	increase	Vagina
20819230	Bacterial vaginosis	Gardnerella	increase	Vagina
20819230	Bacterial vaginosis	Gardnerella Vaginais	increase	Vagina
20819230	Bacterial vaginosis	Lactobacillus iners	decrease	Vagina
20819230	Bacterial vaginosis	Leptotrichia	increase	Vagina
20819230	Bacterial vaginosis	Megasphaera	increase	Vagina
20819230	Bacterial vaginosis	Mobiluncus	increase	Vagina
20819230	Bacterial vaginosis	Papillibacter	increase	Vagina
20819230	Bacterial vaginosis	Prevotella	increase	Vagina
20819230	Bacterial vaginosis	Sneathia	increase	Vagina
20819230	Bacterial vaginosis	Streptococcus	increase	Vagina
20845425	Pouchitis	Acidaminococcus	decrease	Gastrointestinal tract
20845425	Pouchitis	Akkermansia	increase	Gastrointestinal tract
20845425	Pouchitis	Bacteroides	decrease	Gastrointestinal tract
20845425	Pouchitis	Citrobacter	increase	Gastrointestinal tract
20845425	Pouchitis	Clostridium	increase	Gastrointestinal tract
20845425	Pouchitis	Escherichia	increase	Gastrointestinal tract
20845425	Pouchitis	Eubacterium	increase	Gastrointestinal tract
20845425	Pouchitis	Faecalibacterium	decrease	Gastrointestinal tract
20845425	Pouchitis	Lachnospira	increase	Gastrointestinal tract
20845425	Pouchitis	Lactobacillus	decrease	Gastrointestinal tract
20845425	Pouchitis	Parabacteroides	decrease	Gastrointestinal tract
20845425	Pouchitis	Prevotella	increase	Gastrointestinal tract
20845425	Pouchitis	Roseburia	increase	Gastrointestinal tract
20845425	Pouchitis	Streptococcus	decrease	Gastrointestinal tract
20845425	Pouchitis	Veillonella	increase	Gastrointestinal tract
20848492	Crohns disease	Bacteroides fragilis	decrease	Gastrointestinal tract
20848492	Crohns disease	Bacteroides vulgatus	decrease	Gastrointestinal tract
20848492	Crohns disease	Clostridioides difficile	increase	Gastrointestinal tract
20848492	Crohns disease	Clostridium leptum	decrease	Gastrointestinal tract
20848492	Crohns disease	Enterococcus faecium	increase	Gastrointestinal tract
20848492	Crohns disease	Enterococcus	increase	Gastrointestinal tract
20848492	Crohns disease	Eubacterium rectale	decrease	Gastrointestinal tract
20848492	Crohns disease	Faecalibacterium prausnitzii	decrease	Gastrointestinal tract
20848492	Crohns disease	Lactobacillus fermentum	increase	Gastrointestinal tract
20848492	Crohns disease	Listeria	increase	Gastrointestinal tract
20848492	Crohns disease	Ruminococcus albus	decrease	Gastrointestinal tract
20848492	Crohns disease	Ruminococcus bromii	decrease	Gastrointestinal tract
20848492	Crohns disease	Ruminococcus callidus	decrease	Gastrointestinal tract
20848492	Crohns disease	Shigella flexneri	increase	Gastrointestinal tract
20876719	Obesity	Bacteroides	decrease	Gastrointestinal tract
20876719	Type 2 diabetes	Faecalibacterium prausnitzii	decrease	Gastrointestinal tract
20876719	Type 2 diabetes	Proteobacteria	increase	Gastrointestinal tract
20927511	Caries	Burkholderia	decrease	Tooth
20927511	Caries	Capnocytophaga	decrease	Tooth
20927511	Caries	Mitis group streptococci	decrease	Tooth
20927511	Caries	Prevotella	decrease	Tooth
20927511	Caries	Streptococcus mitis	decrease	Tooth
20927511	Caries	Streptococcus oralis	decrease	Tooth
20927511	Caries	Streptococcus sanguinis	decrease	Tooth
20940602	Ulcerative colitis	Desulfovibrio	increase	Colonic tissue
20940602	Ulcerative colitis		increase	Colonic tissue
21050115	Clostridium difficile infection	Actinobacteria	increase	Gastrointestinal tract
21050115	Clostridium difficile infection	Bacteroidetes	decrease	Gastrointestinal tract
21050115	Clostridium difficile infection	Firmicutes	increase	Gastrointestinal tract
21050115	Clostridium difficile infection	Proteobacteria	increase	Gastrointestinal tract
21075899	HIV infection	Lactobacillus iners	decrease	Vagina
21194740	Asthma	Comamonadaceae	increase	Bronchus
21194740	Asthma	Nitrosomonadaceae	increase	Bronchus
21194740	Asthma	Oxalobacteraceae	increase	Bronchus
21194740	Asthma	Pseudomonadaceae	increase	Bronchus
21194740	Asthma	Sphingomonadaceae	increase	Bronchus
21205002	Oral cancer	Actinobacillus	decrease	Saliva
21205002	Oral cancer	Capnocytophaga	decrease	Saliva
21205002	Oral cancer	Gemella	increase	Saliva
21205002	Oral cancer	Lactobacillus	increase	Saliva
21205002	Oral cancer	Leptotrichia	decrease	Saliva
21205002	Oral cancer	Neisseria	increase	Saliva
21205002	Oral cancer	Oribacterium	decrease	Saliva
21205002	Oral cancer	Peptostreptococcus	increase	Saliva
21205002	Oral cancer	Porphyromonas	increase	Saliva
21205002	Oral cancer	Prevotella	increase	Saliva
21205002	Oral cancer	Rothia	increase	Saliva
21205002	Oral cancer	SR1	decrease	Saliva
21205002	Oral cancer	Streptococcus	increase	Saliva
21205002	Oral cancer	TM7	decrease	Saliva
21209126	Crohns disease	Bifidobacterium adolescentis	decrease	Gastrointestinal tract
21209126	Crohns disease	Dialister invisus	decrease	Gastrointestinal tract
21209126	Crohns disease	Faecalibacterium prausnitzii	decrease	Gastrointestinal tract
21209126	Crohns disease	Ruminococcus gnavus	increase	Gastrointestinal tract
21272848	Bacterial vaginosis	Atopobium vaginae	increase	Vagina
21272848	Bacterial vaginosis	Dialister	increase	Vagina
21272848	Bacterial vaginosis	Gardnerella Vaginais	increase	Vagina
21272848	Bacterial vaginosis	Leptotrichia amnionii	increase	Vagina
21272848	Bacterial vaginosis	Leptotrichia	increase	Vagina
21272848	Bacterial vaginosis	Megasphaera	increase	Vagina
21272848	Bacterial vaginosis	Mobiluncus curtisii	increase	Vagina
21272848	Bacterial vaginosis	Mobiluncus mulieris	increase	Vagina
21272848	Bacterial vaginosis	Peptostreptococcus	increase	Vagina
21272848	Bacterial vaginosis	Prevotella bivia	increase	Vagina
21272848	Bacterial vaginosis	Prevotella disiens	increase	Vagina
21272848	Bacterial vaginosis	Prevotella	increase	Vagina
21272848	Bacterial vaginosis	Prevotella nigrescens	increase	Vagina
21272848	Bacterial vaginosis	Sneathia sanguinegens	increase	Vagina
21286703	Hepatitis B	Bifidobacterium	decrease	Gastrointestinal tract
21286703	Hepatitis B	Enterobacteriaceae	increase	Gastrointestinal tract
21286703	Hepatitis B	Enterococcus faecalis	increase	Gastrointestinal tract
21286703	Hepatitis B	Faecalibacterium prausnitzii	decrease	Gastrointestinal tract
21287345	Bacterial vaginosis	Atopobium	increase	Vagina
21287345	Bacterial vaginosis	Eggerthella	increase	Vagina
21287345	Bacterial vaginosis	Gardnerella Vaginais	increase	Vagina
21287345	Bacterial vaginosis	Lactobacillus crispatus	decrease	Vagina
21287345	Bacterial vaginosis	Lactobacillus iners	decrease	Vagina
21287345	Bacterial vaginosis	Lactobacillus jensenii	decrease	Vagina
21287345	Bacterial vaginosis	Prevotella	increase	Vagina
21287345	Bacterial vaginosis	Sneathia	increase	Vagina
21287345	Cervicitis	Eggerthella	increase	Vagina
21287345	Cervicitis	Lactobacillus crispatus	decrease	Vagina
21287345	Cervicitis	Lactobacillus iners	decrease	Vagina
21287345	Cervicitis	Lactobacillus jensenii	decrease	Vagina
21287345	Cervicitis	Prevotella	increase	Vagina
21297998	Colorectal cancer	Bacteroides	increase	Gastrointestinal tract
21297998	Colorectal cancer	Prevotella	increase	Gastrointestinal tract
21364979	COPD	Haemophilus	increase	Lung
21364979	COPD	Pseudomonas	increase	Lung
21410934	Autism	Bacillus	increase	Gastrointestinal tract
21410934	Autism	Bifidobacterium	decrease	Gastrointestinal tract
21410934	Autism	Enterobacter cloacae	decrease	Gastrointestinal tract
21410934	Autism	Enterococcus	decrease	Gastrointestinal tract
21410934	Autism	Klebsiella oxytoca	decrease	Gastrointestinal tract
21410934	Autism	Lactobacillus	increase	Gastrointestinal tract
21574172	Cirrhosis	Bacteroidaceae	decrease	Gastrointestinal tract
21574172	Cirrhosis	Enterobacteriaceae	increase	Gastrointestinal tract
21574172	Cirrhosis	Fusobacteriaceae	increase	Gastrointestinal tract
21574172	Cirrhosis	Lachnospira	decrease	Gastrointestinal tract
21574172	Cirrhosis	Pasteurellaceae	increase	Gastrointestinal tract
21574172	Cirrhosis	Streptococcaceae	increase	Gastrointestinal tract
21574172	Cirrhosis	Veillonellaceae	increase	Gastrointestinal tract
21574172	Liver cirrhosis	Bacilli	increase	Gastrointestinal tract
21574172	Liver cirrhosis	Bacteroidetes	decrease	Gastrointestinal tract
21574172	Liver cirrhosis	Enterococcus faecalis	increase	Gastrointestinal tract
21574172	Liver cirrhosis	Fusobacteria	increase	Gastrointestinal tract
21574172	Liver cirrhosis	Lachnospira	decrease	Gastrointestinal tract
21574172	Liver cirrhosis	Pasteurellaceae	increase	Gastrointestinal tract
21574172	Liver cirrhosis	Proteobacteria	increase	Gastrointestinal tract
21574172	Liver cirrhosis	Streptococcaceae	increase	Gastrointestinal tract
21574172	Liver cirrhosis	Veillonellaceae	increase	Gastrointestinal tract
21621540	Ulcerative colitis	Actinobacteria	increase	Gastrointestinal tract
21621540	Ulcerative colitis	Proteobacteria	increase	Gastrointestinal tract
21674011	Necrotizing enterocolitis	Actinobacteria	decrease	Gastrointestinal tract
21674011	Necrotizing enterocolitis	Bacteroidetes	decrease	Gastrointestinal tract
21674011	Necrotizing enterocolitis	Cronobacter muytjensii	increase	Gastrointestinal tract
21674011	Necrotizing enterocolitis	Enterobacter	increase	Gastrointestinal tract
21674011	Necrotizing enterocolitis	Escherichia coli	increase	Gastrointestinal tract
21674011	Necrotizing enterocolitis	Firmicutes	decrease	Gastrointestinal tract
21674011	Necrotizing enterocolitis	Klebsiella pneumoniae	increase	Gastrointestinal tract
21674011	Necrotizing enterocolitis	Proteobacteria	increase	Gastrointestinal tract
21674011	Necrotizing enterocolitis	Staphylococcus epidermidis	increase	Gastrointestinal tract
21739252	Viral Diarrhea	Bacteroides vulgatus	decrease	Gastrointestinal tract
21739252	Viral Diarrhea	Bifidobacterium	decrease	Gastrointestinal tract
21739252	Viral Diarrhea	Lactobacillus	decrease	Gastrointestinal tract
21741921	Irritable bowel syndrome	Acidobacteriaceae	increase	Gastrointestinal tract
21741921	Irritable bowel syndrome	Aeromonadaceae	increase	Gastrointestinal tract
21741921	Irritable bowel syndrome	Alteromonadaceae	increase	Gastrointestinal tract
21741921	Irritable bowel syndrome	Anaerovorax	decrease	Gastrointestinal tract
21741921	Irritable bowel syndrome	Bacillaceae	increase	Gastrointestinal tract
21741921	Irritable bowel syndrome	Bacteroidaceae	decrease	Gastrointestinal tract
21741921	Irritable bowel syndrome	Bacteroides	decrease	Gastrointestinal tract
21741921	Irritable bowel syndrome	Bacteroides vulgatus	decrease	Gastrointestinal tract
21741921	Irritable bowel syndrome	Bacteroidetes	decrease	Gastrointestinal tract
21741921	Irritable bowel syndrome	Cellulomonadaceae	increase	Gastrointestinal tract
21741921	Irritable bowel syndrome	Clostridiaceae	increase	Gastrointestinal tract
21741921	Irritable bowel syndrome	Coxiellaceae	increase	Gastrointestinal tract
21741921	Irritable bowel syndrome	Desulfobacteraceae	increase	Gastrointestinal tract
21741921	Irritable bowel syndrome	Desulfovibrionaceae	increase	Gastrointestinal tract
21741921	Irritable bowel syndrome	Dorea	increase	Gastrointestinal tract
21741921	Irritable bowel syndrome	Enterobacteriaceae	increase	Gastrointestinal tract
21741921	Irritable bowel syndrome	Eubacteriaceae	increase	Gastrointestinal tract
21741921	Irritable bowel syndrome	Eubacterium	decrease	Gastrointestinal tract
21741921	Irritable bowel syndrome	Gammaproteobacteria	increase	Gastrointestinal tract
21741921	Irritable bowel syndrome	Haemophilus	increase	Gastrointestinal tract
21741921	Irritable bowel syndrome	Haemophilus parainfluenzae	increase	Gastrointestinal tract
21741921	Irritable bowel syndrome	Lachnospiraceae	increase	Gastrointestinal tract
21741921	Irritable bowel syndrome	Nitrospiraceae	increase	Gastrointestinal tract
21741921	Irritable bowel syndrome	Paenibacillaceae	decrease	Gastrointestinal tract
21741921	Irritable bowel syndrome	Pasteurellaceae	increase	Gastrointestinal tract
21741921	Irritable bowel syndrome	Peptostreptococcaceae	increase	Gastrointestinal tract
21741921	Irritable bowel syndrome	Polyangiaceae	increase	Gastrointestinal tract
21741921	Irritable bowel syndrome	Porphyromonadaceae	decrease	Gastrointestinal tract
21741921	Irritable bowel syndrome	Prevotellaceae	increase	Gastrointestinal tract
21741921	Irritable bowel syndrome	Promicromonosporaceae	increase	Gastrointestinal tract
21741921	Irritable bowel syndrome	Proteobacteria	increase	Gastrointestinal tract
21741921	Irritable bowel syndrome	Ruminococcus	increase	Gastrointestinal tract
21741921	Irritable bowel syndrome	Streptococcaceae	increase	Gastrointestinal tract
21741921	Irritable bowel syndrome	Syntrophobacteraceae	increase	Gastrointestinal tract
21741921	Irritable bowel syndrome	Thiotrichaceae	increase	Gastrointestinal tract
21741921	Irritable bowel syndrome	Veillonella	increase	Gastrointestinal tract
21814872	Cirrhosis	Bifidobacterium catenulatum	decrease	Gastrointestinal tract
21814872	Cirrhosis	Bifidobacterium dentium	increase	Gastrointestinal tract
21814872	Cirrhosis	Bifidobacterium longum	decrease	Gastrointestinal tract
21820992	Irritable bowel syndrome	Alistipes	decrease	Gastrointestinal tract
21820992	Irritable bowel syndrome	Anaerovorax	increase	Gastrointestinal tract
21820992	Irritable bowel syndrome	Aneurinibacillus	increase	Gastrointestinal tract
21820992	Irritable bowel syndrome	Bacteriodes uniformis	decrease	Gastrointestinal tract
21820992	Irritable bowel syndrome	Bacteroides fragilis	decrease	Gastrointestinal tract
21820992	Irritable bowel syndrome	Bacteroides intestinalis	decrease	Gastrointestinal tract
21820992	Irritable bowel syndrome	Bacteroides ovatus	decrease	Gastrointestinal tract
21820992	Irritable bowel syndrome	Bacteroides plebeius	decrease	Gastrointestinal tract
21820992	Irritable bowel syndrome	Bacteroides stercoris	decrease	Gastrointestinal tract
21820992	Irritable bowel syndrome	Bacteroides vulgatus	decrease	Gastrointestinal tract
21820992	Irritable bowel syndrome	Bifidobacterium	decrease	Gastrointestinal tract
21820992	Irritable bowel syndrome	Blautia	increase	Gastrointestinal tract
21820992	Irritable bowel syndrome	Clostridioides difficile	increase	Gastrointestinal tract
21820992	Irritable bowel syndrome	Clostridium leptum	increase	Gastrointestinal tract
21820992	Irritable bowel syndrome	Clostridium symbiosum	increase	Gastrointestinal tract
21820992	Irritable bowel syndrome	Coprococcus eutactus	increase	Gastrointestinal tract
21820992	Irritable bowel syndrome	Dialister	increase	Gastrointestinal tract
21820992	Irritable bowel syndrome	Dorea	increase	Gastrointestinal tract
21820992	Irritable bowel syndrome	Flavonifractor plautii	increase	Gastrointestinal tract
21820992	Irritable bowel syndrome	Lachnospira	increase	Gastrointestinal tract
21820992	Irritable bowel syndrome	Marvinbryantia	increase	Gastrointestinal tract
21820992	Irritable bowel syndrome	Odoribacter	decrease	Gastrointestinal tract
21820992	Irritable bowel syndrome	Papillibacter	increase	Gastrointestinal tract
21820992	Irritable bowel syndrome	Parabacteroides	decrease	Gastrointestinal tract
21820992	Irritable bowel syndrome	Peptococcus	increase	Gastrointestinal tract
21820992	Irritable bowel syndrome	Prevotella oralis	decrease	Gastrointestinal tract
21820992	Irritable bowel syndrome	Prevotella ruminicola	decrease	Gastrointestinal tract
21820992	Irritable bowel syndrome	Prevotella tannerae	decrease	Gastrointestinal tract
21820992	Irritable bowel syndrome	Roseburia	increase	Gastrointestinal tract
21820992	Irritable bowel syndrome	Ruminococcus gnavus	increase	Gastrointestinal tract
21820992	Irritable bowel syndrome	Ruminococcus lactaris	increase	Gastrointestinal tract
21820992	Irritable bowel syndrome	Streptococcus intermedius	increase	Gastrointestinal tract
21820992	Irritable bowel syndrome	Tannerella	decrease	Gastrointestinal tract
21820992	Irritable bowel syndrome	Tyzzerella nexilis	increase	Gastrointestinal tract
21850056	Colorectal cancer	Alistipes	decrease	Gastrointestinal tract
21850056	Colorectal cancer	Bacteroides	decrease	Gastrointestinal tract
21850056	Colorectal cancer	Enterococcus	increase	Gastrointestinal tract
21850056	Colorectal cancer	Escherichia	increase	Gastrointestinal tract
21850056	Colorectal cancer	Eubacterium	decrease	Gastrointestinal tract
21850056	Colorectal cancer	Parasutterella	decrease	Gastrointestinal tract
21850056	Colorectal cancer	Peptostreptococcus	increase	Gastrointestinal tract
21850056	Colorectal cancer	Porphyromonas	increase	Gastrointestinal tract
21850056	Colorectal cancer	Roseburia	decrease	Gastrointestinal tract
21850056	Colorectal cancer	Streptococcus	increase	Gastrointestinal tract
21970810	Celiac Disease	Bacteroides	increase	Gastrointestinal tract
21970810	Celiac Disease	Bifidobacterium	decrease	Gastrointestinal tract
21970810	Celiac Disease	Enterococcus	decrease	Gastrointestinal tract
