Disease Summary Name	General System	Applicable Gender	Monogenic Inheritance	ICD9 Codes	ICD9 Strings
General_Hypertension	Cardiovascular	Both	FALSE	405.0|405.1|404.9|403.11|402.00|402.01|404.1|404.0|402.1|402.0|403.0|405.99|402.9|405.91|402.91|402.90|405.11|401.0|401.1|404.00|404.01|404.02|404.03|405.19|401.9|405|404|403|402|401|405.9|403.01|403.00|402.11|402.10|403.10|404.13|404.12|404.11|404.10|405.01|403.9|405.09|403.90|437.2|403.1|403.91|404.93|404.92|404.91|404.90	Hypertensive heart and renal disease, unspecified|"Hypertensive heart and renal disease, benign, without mention of heart failure or renal failure"|"Hypertensive heart and renal disease, benign, with renal failure"|"Other benign secondary hypertension"|"Hypertensive heart and renal disease, unspecified, with heart failure"|"Essential hypertension"|"Unspecified renovascular hypertension"|"Hypertensive heart and renal disease, benign, with heart failure"|"Benign hypertensive heart disease with heart failure"|"Benign renovascular hypertension"|"Hypertensive renal disease, unspecified, without mention of renal failure"|"Other unspecified secondary hypertension"|"Hypertensive heart disease"|"Malignant hypertensive heart disease without heart failure"|"Malignant hypertensive heart disease with heart failure"|"Benign secondary hypertension"|"Unspecified secondary hypertension"|"Hypertensive chronic kidney disease, malignant, with chronic kidney disease stage I through stage IV, or unspecified"|"Malignant essential hypertension"|"Hypertensive encephalopathy"|"Hypertensive heart and renal disease, benign"|"Benign essential hypertension"|"Secondary hypertension"|"Hypertension NOS"|"Benign hypertensive heart disease"|"Hypertensive renal disease, benign"|"Malignant secondary hypertension"|"Hypertensive heart and chronic kidney disease, malignant, without heart failure and with chronic kidney disease stage V or end stage renal disease"|"Unspecified hypertensive heart disease without heart failure"|"Hypertensive heart and chronic kidney disease, malignant"|"Hypertensive renal disease, unspecified"|"Malignant hypertensive heart disease"|"Unspecified hypertensive heart disease with heart failure"|"Hypertensive chronic kidney disease, malignant"|"Hypertensive heart and chronic kidney disease, malignant, with heart failure and chronic kidney failure stage V or end stage renal disease"|"Hypertensive heart and kidney disease, malignant, with heart failure and with chronic kidney disease stage I through stage IV, or unspecified"|"Malignant renovascular hypertension"|"Hypertensive heart and chronic kidney disease, malignant, without mention of heart failure and with chronic kidney disease stage I through stage IV, or unspecified"|"Hypertensive renal disease, benign, with renal failure"|"Benign hypertensive heart disease without heart failure"|"Other malignant secondary hypertension"|"Hypertensive heart and renal disease, unspecified, without mention of heart failure or renal failure"|"Hypertensive chronic kidney disease"|"Hypertensive renal disease, unspecified, with renal failure"|"Hypertensive renal disease, malignant, with chronic kidney disease stage V or end stage renal disease"|"Hypertensive heart and renal disease, unspecified, with heart failure and renal failure"|"Hypertensive renal disease, benign, without mention of renal failure"|"Hypertensive heart and renal disease, benign, with heart failure and renal failure"|"Hypertensive heart and renal disease, unspecified, with renal failure"|"Hypertensive heart and chronic kidney disease"|"Unspecified hypertensive heart disease"
Hereditary_Hemorrhagic_Telangiectasia	Cardiovascular	Both	TRUE	448	Hereditary hemorrhagic telangiectasia
Hypotension	Cardiovascular	Both	FALSE	458|458.0|458.2|458.1|458.8|458.9|458.29|458.21	Chronic hypotension|"Iatrogenic hypotension"|"Hypotension NOS"|"Hypotension"|"Other specified hypotension"|"Orthostatic hypotension"|"Other iatrogenic hypotension"|"Hypotension of hemodialysis"
Long_QT_Syndrome	Cardiovascular	Both	TRUE	426.82	Long QT syndrome
Myocardial_Infarction	Cardiovascular	Both	FALSE	429.71|410.01|410.00|410.02|410.41|410.40|410.42|410.22|410.21|410.20|429.7|410.70|410.71|410.72|429.79|410.92|410.90|410.91|410.30|410.31|410.32|410.12|410.10|410.11|410.52|410.50|410.51|410.4|410.5|410.6|410.7|410.0|410.1|410.2|410.3|410.8|410.9|411.0|410.62|410.61|410.60|410|412|410.81|410.80|410.82	Acute myocardial infarction, subendocardial infarction|"Acute myocardial infarction, true posterior wall infarction, subsequent episode of care"|"Acute myocardial infarction, of other inferior wall, initial episode of care"|"Acute myocardial infarction, of other anterior wall"|"Acute myocardial infarction, of inferoposterior wall, initial episode of care"|"Acute myocardial infarction, of other specified sites, subsequent episode of care"|"Old myocardial infarction"|"Acute myocardial infarction, of other anterior wall, initial episode of care"|"Acute myocardial infarction, unspecified site, initial episode of care"|"Acute myocardial infarction, of inferolateral wall"|"Acute myocardial infarction, subendocardial infarction, episode of care unspecified"|"Acute myocardial infarction, of other specified sites"|"Acute myocardial infarction, subendocardial infarction, subsequent episode of care"|"Acute myocardial infarction, true posterior wall infarction, episode of care unspecified"|"Other sequelae of myocardial infarction, not elsewhere classified"|"Acute myocardial infarction, unspecified site"|"Acute myocardial infarction, of other inferior wall"|"Acute myocardial infarction, unspecified site, episode of care unspecified"|"Acute myocardial infarction, of inferolateral wall, episode of care unspecified"|"Acute myocardial infarction, of inferolateral wall, subsequent episode of care"|"Acute myocardial infarction, of other specified sites, episode of care unspecified"|"Acute myocardial infarction, of other specified sites, initial episode of care"|"Acute myocardial infarction, of other lateral wall, initial episode of care"|"Acute myocardial infarction, of anterolateral wall, subsequent episode of care"|"Acute myocardial infarction, of other lateral wall"|"Cardiac septal defect, sequela of myocardial infarction"|"Acute myocardial infarction, unspecified site, subsequent episode of care"|"Acute myocardial infarction, true posterior wall infarction, initial episode of care"|"Acute myocardial infarction, of inferoposterior wall, subsequent episode of care"|"Acute myocardial infarction, of other anterior wall, subsequent episode of care"|"Acute myocardial infarction, of anterolateral wall, episode of care unspecified"|"Acute myocardial infarction, of anterolateral wall, initial episode of care"|"Acute myocardial infarction, of inferolateral wall, initial episode of care"|"Acute myocardial infarction, of anterolateral wall"|"Acute myocardial infarction, true posterior wall infarction"|"Acute myocardial infarction, of inferoposterior wall, episode of care unspecified"|"Postmyocardial infarction syndrome"|"Acute myocardial infarction, of other lateral wall, episode of care unspecified"|"Certain sequelae of myocardial infarction, not elsewhere classified"|"Acute myocardial infarction, of other lateral wall, subsequent episode of care"|"Acute myocardial infarction, of other inferior wall, episode of care unspecified"|"Acute myocardial infarction, of inferoposterior wall"|"Acute myocardial infarction"|"Acute myocardial infarction, of other inferior wall, subsequent episode of care"|"Acute myocardial infarction, subendocardial infarction, initial episode of care"|"Acute myocardial infarction, of other anterior wall, episode of care unspecified"
Non-Rheumatic_Heart_Disease	Cardiovascular	Both	FALSE	424.1|424.0|424.3|424.2|429.89|429|429.1|429.5|429.6|429.8|429.9	Tricuspid valve disorders, specified as nonrheumatic|"Aortic valve disorders"|"Other ill-defined heart diseases"|"Myocardial degeneration"|"Pulmonary valve disorders"|"Ill-defined descriptions and complications of heart disease"|"Rupture of chordae tendineae"|"Rupture of papillary muscle"|"Mitral valve disorders"|"Heart disease NOS"
Non-Specific_Cardiovascular_Disease	Cardiovascular	Both	FALSE	459|276.5|429.2|429.3|428.9|428.4|428.1|428.0|428.3|428.2|429.81|429.83|429.82|428.33|428.32|428.31|428.30|428|459.9|459.8|459.0|276.50|276.51|428.42|428.43|428.40|428.41|276.52|428.20|428.21|428.22|428.23|428.00|459.89	Combined systolic and diastolic heart failure, acute on chronic|"Congestive heart failure (CHF) NOS"|"Diastolic heart failure, chronic"|"Other disorders of circulatory system"|"Circulatory disease NEC"|"Heart failure unspecified"|"Hemorrhage NOS"|"Combined systolic and diastolic heart failure"|"Volume depletion"|"Cardiomegaly"|"Other disorders of papillary muscle"|"Systolic heart failure, unspecified"|"Heart failure"|"Systolic heart failure, chronic"|"Congestive heart failure (CHF) NOS **"|"Unspecified circulatory system disorder"|"Other specified disorders of circulatory system"|"Takotsubo syndrome"|"Diastolic heart failure, acute"|"Cardiovascular disease [ASCVD]"|"Diastolic heart failure, acute on chronic"|"Combined systolic and diastolic heart failure, acute"|"Systolic heart failure, acute"|"Systolic heart failure"|"Hyperkinetic heart disease"|"Diastolic heart failure"|"Systolic heart failure, acute on chronic"|"Combined systolic and diastolic heart failure, unspecified"|"Volume depletion NOS"|"Diastolic heart failure, unspecified"|"Combined systolic and diastolic heart failure, chronic"|"Hypovolemia"|"Dehydration"|"Left heart failure"
Non-Specific_Vascular_Disease	Cardiovascular	Both	FALSE	448.1|454|455|455.9|455.8|454.8|454.9|455.1|455.0|455.3|455.2|455.5|455.4|455.7|455.6|454.2|447|454.0|454.1|757.32|447.8|447.9|448.9|447.4|447.5|447.0|447.2|447.3	Internal thrombosed hemorrhoids|"Other and unspecified capillary diseases"|"Vascular hamartomas"|"Internal hemorrhoids with other complication"|"Varicose veins of lower extremities with ulcer and inflammation"|"Hemorrhoids NOS"|"Residual hemorrhoidal skin tags"|"Internal hemorrhoids without mention of complication"|"Hemorrhoids"|"Unspecified thrombosed hemorrhoids"|"Unspecified hemorrhoids with other complication"|"External hemorrhoids with other complication"|"Other disorders of arteries and arterioles"|"External hemorrhoids without mention of complication"|"Varicose veins of lower extremities"|"Nevus, non-neoplastic"|"Necrosis of artery"|"Asymptomatic varicose veins"|"Varicose veins of the lower extremities with other complications"|"Varicose veins of lower extremities with inflammation"|"Hyperplasia of renal artery"|"Varicose veins of lower extremities with ulcer"|"Unspecified disorders of arteries and arterioles"|"Arteriovenous fistula, acquired"|"Celiac artery compression syndrome"|"Other specified disorders of arteries and arterioles"|"Rupture of artery"|"External thrombosed hemorrhoids"
Non-Specified_Cardiac_Ischemia	Cardiovascular	Both	FALSE	414|413.1|413.0|413.9|411.89|411.1|411|414.9|413|414.8|411.8	Other specified forms of chronic ischemic heart disease|"Angina pectoris"|"Prinzmetal angina"|"Other acute and subacute forms of ischemic heart disease"|"Other and unspecified angina pectoris"|"Other forms of chronic ischemic heart disease"|"Intermediate coronary syndrome"|"Chronic ischemic heart disease, unspecified"|"Angina decubitus"
Peripheral_Vascular_Disease	Cardiovascular	Both	FALSE	443.89|443|459.2|443.8|443.9|443.81|459.81|443.0	Other peripheral vascular disease|"Venous (peripheral) insufficiency NOS"|"Peripheral vascular disease, unspecified"|"Raynaud's syndrome"|"Compression of vein"|"Other specified peripheral vascular diseases"|"Peripheral angiopathy in diseases classified elsewhere"
Pulmonary_Embolism_Infarction	Cardiovascular	Both	FALSE	416.2|415.19|415.1|415.13|415.12	Other pulmonary embolism and infarction|"Chronic pulmonary embolism (ADDED)"|"Pulmonary embolism and infarction"|"Saddle embolus of pulmonary artery"|"Septic pulmonary embolism"
Pulmonary_Heart_Disease	Cardiovascular	Both	FALSE	416.0|416.1|417.9|417.8|416.8|416.9|417.1|417.0|415|416|417|415.0	Other chronic pulmonary heart diseases|"Acute cor pulmonale"|"Arteriovenous fistula of pulmonary vessels"|"Primary pulmonary hypertension"|"Aneurysm of pulmonary artery"|"Kyphoscoliotic heart disease"|"Chronic pulmonary heart disease, unspecified"|"Unspecified disease of pulmonary circulation"|"Other specified diseases of pulmonary circulation"|"Acute pulmonary heart disease"|"Chronic pulmonary heart disease"|"Other diseases of pulmonary circulation"
Varicose_Veins	Cardiovascular	Both	FALSE	456.8|456.6|456.4|456.5|456.3|456	Varicose veins of other sites|"Pelvic varices"|"Vulval varices"|"Varices of other sites"|"Scrotal varices"|"Sublingual varices"
Vascular_Insufficiency	Cardiovascular	Both	FALSE	557.9|557|557.1|557.0|447.1	Vascular insufficiency of intestine|"Unspecified vascular insufficiency of intestine"|"Acute vascular insufficiency of intestine"|"Stricture of artery"|"Chronic vascular insufficiency of intestine"
Acrocephalosyndactyly	Development	Both	TRUE	755.55	Acrocephalosyndactyly
Aniridia	Development	Both	TRUE	743.45	Aniridia
Anophthalmia_Micropthalmia	Development	Both	TRUE	743.12|743.11|743.10|743.06|743.00|743.03|743.1	Cryptophthalmos|"Cystic eyeball, congenital"|"Microphthalmos NOS"|"Microphthalmos"|"Simple microphthalmos"|"Clinical anophthalmos, unspecified"|"Microphthalmos associated with other anomalies of eye and adnexa"
Anterior_Eye_Anomaly	Development	Both	TRUE	743.44|743.41|743.42|743.43|743.22|743.2|743.20|743.21	Buphthalmos NOS|"Congenital corneal opacities, interfering with vision"|"Buphthalmos associated with other ocular anomalies"|"Other congenital corneal opacities"|"Simple buphthalmos"|"Buphthalmos"|"Specified congenital anomalies of anterior chamber, chamber angle, and related structures"|"Congenital anomalies of corneal size and shape"
Balanced_Translocation	Development	Both	TRUE	758.4	Balanced autosomal translocation in normal individual
Cardiac_Congenital_Anomaly	Development	Both	FALSE	745.1|745.0|745.3|745.2|745.5|747.5|746.09|747|745.4|745.8|746.02|746.01|746.00|745.9|745|747.89|745.7|745.6|747.82|747.83|745.60|745.61|745.69|747.21|746.6|746.7|746.4|746.5|746.2|746.3|746.0|746.1|747.9|747.8|746.8|746.9|746.87|746.86|746.85|746.84|746.83|746.82|746.81|746.89|745.19|747.11|745.11|745.10|745.12	Corrected transposition of great vessels|"Atresia of pulmonary valve, congenital"|"Malposition of heart and cardiac apex"|"Persistent fetal circulation"|"Unspecified defect of septal closure"|"Coronary artery anomaly, congenital"|"Unspecified congenital anomaly of circulatory system"|"Congenital insufficiency of aortic valve"|"Unspecified congenital anomaly of heart"|"Other specified congenital anomalies of heart"|"Ventricular septal defect"|"Other congenital anomalies of circulatory system"|"Congenital anomalies of aortic arch"|"Obstructive congenital anomalies of heart, not elsewhere classified"|"Bulbus cordis anomalies and anomalies of cardiac septal closure"|"Endocardial cushion defect, unspecified type"|"Complete transposition of great vessels"|"Cor biloculare"|"Common ventricle"|"Other congenital anomalies of pulmonary valve"|"Interruption of aortic arch"|"Other specified congenital anomalies of circulatory system"|"Other transposition of great vessels"|"Stenosis of pulmonary valve, congenital"|"Ostium secundum type atrial septal defect"|"Common truncus"|"Other bulbus cordis anomalies and anomalies of cardiac septal closure"|"Congenital stenosis of aortic valve"|"Subaortic stenosis, congenital"|"Congenital mitral insufficiency"|"Double outlet right ventricle"|"Hypoplastic left heart syndrome"|"Anomalies of pulmonary valve, congenital"|"Ostium primum defect"|"Congenital heart block"|"Infundibular pulmonic stenosis, congenital"|"Cor triatriatum"|"Congenital anomaly of spinal vessel"|"Transposition of great vessels"|"Congenital pulmonary valve anomaly, unspecified"|"Congenital mitral stenosis"|"Other endocardial cushion defects"|"Tricuspid atresia and stenosis, congenital"|"Tetralogy of Fallot"|"Absence or hypoplasia of umbilical artery"|"Ebstein's anomaly"|"Endocardial cushion defects"
Chondrodystrophy	Development	Both	TRUE	756.4	Chondrodystrophy
Congenital_Anomaly_of_Skull_Neck	Development	Both	FALSE	744.4|743.63|743.61|743.66|744.1|743.64|743.65|743.69|744.8|744.9|744.0|754.1|754.0|748.1|748.0|744|744.49|744.2|744.84|744.3|744.5|743.6|744.29|744.47|744.42|744.89|744.09|744.81|744.83|744.82|744.05|744.04|744.01|744.00|744.03|744.02|744.41|744.43|744.24|744.23|744.22|744.21|744.46	Specified congenital anomalies of lacrimal gland|"Other specified congenital anomalies of ear"|"Preauricular sinus or fistula"|"Absence of ear lobe, congenital"|"Congenital musculoskeletal deformities of skull, face, and jaw"|"Congenital ptosis"|"Congenital absence of external ear"|"Other specified congenital anomalies of face and neck"|"Congenital anomalies of ear, face, and neck"|"Accessory auricle"|"Microcheilia"|"Congenital anomalies of inner ear"|"Macrostomia"|"Branchial cleft cyst"|"Congenital anomalies of ear causing impairment of hearing"|"Congenital anomalies of eyelids, lacrimal system, and orbit"|"Macrotia"|"Other congenital anomalies of nose"|"Unspecified congenital anomalies of face and neck"|"Microtia"|"Webbing of neck"|"Other congenital anomalies of ear causing impairment of hearing"|"Specified congenital anomalies of lacrimal passages"|"Congenital musculoskeletal deformities of sternocleidomastoid muscle"|"Choanal atresia"|"Preauricular cyst"|"Unspecified congenital anomaly of ear with impairment of hearing"|"Cervical auricle"|"Specified congenital anomalies of Eustachian tube"|"Congenital anomaly of middle ear, except ossicles"|"Microstomia"|"Other branchial cleft cyst or fistula; preauricular sinus"|"Congenital anomalies of ear ossicles"|"Other specified congenital anomalies of eyelid"|"Macrocheilia"|"Branchial cleft cyst or fistula; preauricular sinus"|"Unspecified congenital anomaly of ear"|"Other congenital anomalies of external ear with impairment of hearing"|"Specified congenital anomalies of orbit"|"Branchial cleft sinus or fistula"|"Other congenital anomalies of eyelids, lacrimal system, and orbit"|"Other congenital anomalies of ear"
